#  X  Y  TVDSS  MD
Name   32Ð
    64346.19    39871.57      -48.95        0.00
    64346.19    39871.57       -8.95       40.00
    64346.19    39871.57       11.05       60.00
    64346.19    39871.57       31.05       80.00
    64346.19    39871.57       51.05      100.00
    64346.19    39871.57       71.05      120.00
    64346.19    39871.57       91.05      140.00
    64346.19    39871.57      111.05      160.00
    64346.19    39871.57      131.05      180.00
    64346.19    39871.57      151.04      200.00
    64346.19    39871.57      171.04      220.00
    64346.19    39871.57      191.03      240.00
    64346.19    39871.57      211.02      260.00
    64346.19    39871.57      231.00      280.00
    64346.19    39871.57      250.99      300.00
    64346.19    39871.57      270.97      320.00
    64346.19    39871.57      290.96      340.00
    64346.19    39871.57      310.95      360.00
    64346.19    39871.57      330.94      380.00
    64346.19    39871.57      350.92      400.00
    64346.19    39871.57      370.91      420.00
    64346.19    39871.57      390.89      440.00
    64346.19    39871.57      410.87      460.00
    64346.19    39871.57      430.85      480.00
    64346.19    39871.57      450.84      500.00
    64346.19    39871.57      470.83      520.00
    64346.19    39871.57      490.81      540.00
    64346.19    39871.57      510.80      560.00
    64346.19    39871.57      530.79      580.00
    64346.19    39871.57      550.78      600.00
    64346.19    39871.57      570.78      620.00
    64346.19    39871.57      590.77      640.00
    64346.19    39871.57      610.77      660.00
    64346.19    39871.57      630.77      680.00
    64346.19    39871.57      650.77      700.00
    64346.19    39871.57      670.76      720.00
    64346.19    39871.57      690.76      740.00
    64346.19    39871.57      710.75      760.00
    64346.19    39871.57      730.75      780.00
    64346.19    39871.57      750.75      800.00
    64346.19    39871.57      770.74      820.00
    64346.19    39871.57      790.74      840.00
    64346.19    39871.57      810.73      860.00
    64346.19    39871.57      830.73      880.00
    64346.19    39871.57      850.72      900.00
    64346.19    39871.57      870.72      920.00
    64346.19    39871.57      890.72      940.00
    64346.19    39871.57      910.71      960.00
    64346.19    39871.57      930.71      980.00
    64346.19    39871.57      950.70     1000.00
    64346.19    39871.57      970.70     1020.00
    64346.19    39871.57      990.69     1040.00
    64346.19    39871.57     1010.68     1060.00
    64346.19    39871.57     1030.67     1080.00
    64346.19    39871.57     1050.65     1100.00
    64346.19    39871.57     1070.63     1120.00
    64346.19    39871.57     1090.61     1140.00
    64346.19    39871.57     1110.60     1160.00
    64346.19    39871.57     1130.59     1180.00
    64346.19    39871.57     1150.57     1200.00
    64346.19    39871.57     1170.55     1220.00
    64346.19    39871.57     1190.54     1240.00
    64346.19    39871.57     1210.52     1260.00
    64346.19    39871.57     1230.51     1280.00
    64346.19    39871.57     1250.50     1300.00
    64346.19    39871.57     1270.49     1320.00
    64346.19    39871.57     1290.47     1340.00
    64346.19    39871.57     1310.45     1360.00
