#  X  Y  TVDSS  MD
Name   630ок
    58212.00    42284.70      -32.35       20.00
    58212.04    42284.85      -22.35       30.00
    58212.08    42285.01      -12.35       40.00
    58212.13    42285.17       -2.35       50.00
    58212.17    42285.34        7.64       60.00
    58212.22    42285.53       17.64       70.00
    58212.27    42285.72       27.64       80.00
    58212.32    42285.91       37.64       90.00
    58212.36    42286.04       47.64      100.00
    58212.38    42286.13       57.64      110.00
    58212.42    42286.29       67.64      120.00
    58212.48    42286.53       77.63      130.00
    58212.55    42286.78       87.63      140.00
    58212.62    42287.05       97.63      150.00
    58212.71    42287.38      107.62      160.00
    58212.82    42287.79      117.61      170.00
    58212.87    42288.34      127.60      180.00
    58212.83    42289.04      137.57      190.00
    58212.77    42289.87      147.54      200.00
    58212.67    42290.81      157.49      210.00
    58212.51    42291.85      167.44      220.00
    58212.26    42293.05      177.36      230.00
    58211.91    42294.40      187.26      240.00
    58211.49    42295.89      197.14      250.00
    58211.05    42297.51      207.00      260.00
    58210.62    42299.24      216.84      270.00
    58210.25    42301.10      226.66      280.00
    58209.90    42303.04      236.46      290.00
    58209.51    42305.03      246.26      300.00
    58209.05    42307.09      256.03      310.00
    58208.47    42309.21      265.78      320.00
    58207.83    42311.44      275.51      330.00
    58207.12    42313.80      285.20      340.00
    58206.31    42316.21      294.88      350.00
    58205.41    42318.66      304.53      360.00
    58204.43    42321.12      314.17      370.00
    58203.33    42323.58      323.80      380.00
    58202.15    42326.11      333.40      390.00
    58200.92    42328.66      342.99      400.00
    58199.67    42331.22      352.58      410.00
    58198.34    42333.80      362.15      420.00
    58196.95    42336.36      371.72      430.00
    58195.51    42338.94      381.27      440.00
    58194.00    42341.53      390.81      450.00
    58192.43    42344.09      400.35      460.00
    58190.79    42346.64      409.88      470.00
    58189.11    42349.21      419.39      480.00
    58187.43    42351.84      428.90      490.00
    58185.72    42354.51      438.38      500.00
    58183.96    42357.26      447.83      510.00
    58182.19    42360.02      457.28      520.00
    58180.35    42362.79      466.71      530.00
    58178.45    42365.58      476.12      540.00
    58176.50    42368.46      485.50      550.00
    58174.49    42371.43      494.83      560.00
    58172.46    42374.42      504.16      570.00
    58170.41    42377.44      513.47      580.00
    58168.38    42380.44      522.79      590.00
    58166.42    42383.39      532.14      600.00
    58164.51    42386.36      541.50      610.00
    58162.62    42389.31      550.86      620.00
    58160.76    42392.23      560.24      630.00
    58158.92    42395.10      569.64      640.00
    58157.07    42397.93      579.05      650.00
    58155.27    42400.73      588.48      660.00
    58153.53    42403.50      597.93      670.00
    58151.87    42406.26      607.40      680.00
    58150.33    42408.96      616.91      690.00
    58148.91    42411.62      626.44      700.00
    58147.59    42414.32      635.98      710.00
    58146.35    42417.02      645.53      720.00
    58145.14    42419.70      655.08      730.00
    58143.96    42422.34      664.66      740.00
    58142.77    42424.99      674.23      750.00
    58141.60    42427.74      683.77      760.00
    58140.50    42430.51      693.32      770.00
    58139.43    42433.26      702.87      780.00
    58138.40    42436.02      712.43      790.00
    58137.36    42438.84      721.96      800.00
    58136.34    42441.62      731.51      810.00
    58135.32    42444.41      741.06      820.00
    58134.26    42447.30      750.58      830.00
    58133.22    42450.22      760.08      840.00
    58132.14    42453.08      769.61      850.00
    58131.03    42455.88      779.14      860.00
    58129.96    42458.73      788.67      870.00
    58128.87    42461.62      798.18      880.00
    58127.62    42464.54      807.66      890.00
    58126.09    42467.46      817.10      900.00
    58124.26    42470.32      826.51      910.00
    58122.14    42473.07      835.89      920.00
    58119.70    42475.77      845.20      930.00
    58116.96    42478.40      854.45      940.00
    58114.02    42481.03      863.64      950.00
    58110.99    42483.75      872.77      960.00
    58107.89    42486.57      881.85      970.00
    58104.72    42489.51      890.87      980.00
    58101.49    42492.57      899.83      990.00
    58098.19    42495.73      908.72     1000.00
    58094.82    42499.09      917.51     1010.00
    58091.36    42502.72      926.17     1020.00
