#  X  Y  TVDSS  MD
Name   350Ë
    55698.70    41784.40      -45.42       10.00
    55698.62    41784.29      -35.41       20.00
    55698.51    41784.15      -25.40       30.00
    55698.50    41783.99      -15.40       40.00
    55698.53    41783.84       -5.39       50.00
    55698.49    41783.71        4.61       60.00
    55698.37    41783.60       14.62       70.00
    55698.24    41783.49       24.63       80.00
    55698.16    41783.36       34.64       90.00
    55698.05    41783.35       44.64      100.00
    55698.02    41783.54       54.65      110.00
    55698.13    41783.98       64.65      120.00
    55698.41    41784.57       74.64      130.00
    55698.88    41785.31       84.61      140.00
    55699.48    41786.20       94.56      150.00
    55700.21    41787.25      104.48      160.00
    55701.04    41788.48      114.38      170.00
    55701.96    41789.92      124.24      180.00
    55702.99    41791.52      134.07      190.00
    55704.17    41793.21      143.86      200.00
    55705.52    41795.02      153.62      210.00
    55707.00    41796.89      163.32      220.00
    55708.66    41798.87      173.00      230.00
    55710.54    41800.97      182.60      240.00
    55712.62    41803.18      192.14      250.00
    55714.90    41805.50      201.60      260.00
    55717.34    41807.96      211.00      270.00
    55719.91    41810.50      220.32      280.00
    55722.65    41813.02      229.61      290.00
    55725.59    41815.50      238.85      300.00
    55728.61    41817.96      248.07      310.00
    55731.66    41820.39      257.29      320.00
    55734.70    41822.79      266.52      330.00
    55737.75    41825.18      275.75      340.00
    55740.80    41827.58      284.96      350.00
    55743.85    41829.97      294.19      360.00
    55746.88    41832.35      303.43      370.00
    55749.90    41834.76      312.67      380.00
    55752.90    41837.20      321.90      390.00
    55755.91    41839.65      331.12      400.00
    55758.95    41842.08      340.34      410.00
    55761.99    41844.51      349.56      420.00
    55765.03    41846.94      358.78      430.00
    55768.11    41849.36      367.99      440.00
    55771.19    41851.78      377.20      450.00
    55774.30    41854.22      386.40      460.00
    55777.40    41856.70      395.57      470.00
    55780.48    41859.21      404.76      480.00
    55783.58    41861.73      413.94      490.00
    55786.68    41864.25      423.12      500.00
    55789.78    41866.78      432.29      510.00
    55792.88    41869.30      441.46      520.00
    55795.98    41871.82      450.63      530.00
    55799.06    41874.33      459.82      540.00
    55802.17    41876.81      469.01      550.00
    55805.28    41879.30      478.19      560.00
    55808.37    41881.82      487.37      570.00
    55811.48    41884.30      496.55      580.00
    55814.63    41886.73      505.74      590.00
    55817.80    41889.14      514.91      600.00
    55820.98    41891.54      524.09      610.00
    55824.17    41893.96      533.27      620.00
    55827.36    41896.42      542.43      630.00
    55830.52    41898.90      551.60      640.00
    55833.66    41901.32      560.79      650.00
    55836.79    41903.69      569.99      660.00
    55839.89    41906.04      579.21      670.00
    55842.98    41908.38      588.43      680.00
    55846.07    41910.76      597.66      690.00
    55849.11    41913.15      606.89      700.00
    55852.15    41915.50      616.13      710.00
    55855.21    41917.77      625.37      720.00
    55858.23    41920.02      634.65      730.00
    55861.22    41922.28      643.93      740.00
    55864.22    41924.55      653.20      750.00
    55867.25    41926.85      662.46      760.00
    55870.26    41929.13      671.73      770.00
    55873.24    41931.38      681.01      780.00
    55876.19    41933.62      690.31      790.00
    55879.10    41935.82      699.63      800.00
    55881.98    41938.01      708.96      810.00
    55884.84    41940.21      718.30      820.00
    55887.62    41942.39      727.66      830.00
    55890.38    41944.56      737.02      840.00
    55893.14    41946.72      746.40      850.00
    55895.91    41948.90      755.77      860.00
    55898.70    41951.09      765.13      870.00
    55901.50    41953.29      774.48      880.00
    55904.32    41955.51      783.83      890.00
    55907.14    41957.72      793.17      900.00
    55909.97    41959.94      802.50      910.00
    55912.80    41962.16      811.84      920.00
    55915.64    41964.40      821.18      930.00
    55918.51    41966.65      830.50      940.00
    55921.41    41968.93      839.80      950.00
    55924.32    41971.21      849.11      960.00
    55927.21    41973.48      858.40      970.00
    55930.12    41975.73      867.71      980.00
    55933.04    41977.94      877.03      990.00
    55935.92    41980.12      886.36     1000.00
    55938.78    41982.29      895.71     1010.00
    55941.67    41984.47      905.04     1020.00
    55944.59    41986.64      914.35     1030.00
    55947.54    41988.80      923.67     1040.00
    55950.49    41990.95      932.99     1050.00
    55953.47    41993.13      942.29     1060.00
    55956.51    41995.35      951.57     1070.00
    55959.56    41997.58      960.84     1080.00
    55962.64    41999.79      970.09     1090.00
    55965.74    42002.01      979.35     1100.00
    55968.84    42004.23      988.60     1110.00
    55971.95    42006.46      997.85     1120.00
    55975.07    42008.74     1007.08     1130.00
    55978.22    42011.04     1016.30     1140.00
    55981.38    42013.35     1025.50     1150.00
    55984.57    42015.67     1034.70     1160.00
    55987.76    42018.01     1043.90     1170.00
    55990.98    42020.36     1053.08     1180.00
    55994.24    42022.73     1062.24     1190.00
    55997.53    42025.14     1071.38     1200.00
    56000.86    42027.57     1080.50     1210.00
    56004.22    42030.02     1089.60     1220.00
    56007.61    42032.50     1098.68     1230.00
    56011.03    42035.00     1107.75     1240.00
    56014.45    42037.50     1116.82     1250.00
    56017.93    42040.00     1125.86     1260.00
    56021.46    42042.52     1134.88     1270.00
    56024.99    42045.10     1143.87     1280.00
    56028.58    42047.68     1152.86     1290.00
    56032.23    42050.24     1161.82     1300.00
    56035.92    42052.84     1170.75     1310.00
    56039.65    42055.46     1179.66     1320.00
    56043.42    42058.12     1188.54     1330.00
    56047.25    42060.87     1197.36     1340.00
    56051.15    42063.77     1206.11     1350.00
    56055.12    42066.77     1214.79     1360.00
    56059.15    42069.82     1223.43     1370.00
    56063.15    42072.86     1232.09     1380.00
    56067.19    42075.92     1240.72     1390.00
    56071.31    42079.04     1249.28     1400.00
    56075.44    42082.16     1257.85     1410.00
    56079.57    42085.29     1266.41     1420.00
    56083.65    42088.38     1275.01     1430.00
    56087.76    42091.49     1283.59     1440.00
    56091.93    42094.71     1292.10     1450.00
    56096.09    42098.04     1300.57     1460.00
    56100.15    42101.46     1309.05     1470.00
    56104.13    42105.00     1317.52     1480.00
    56108.00    42108.69     1325.98     1490.00
    56111.67    42112.51     1334.47     1500.00
    56115.19    42116.37     1343.01     1510.00
    56118.52    42120.29     1351.60     1520.00
    56121.62    42124.34     1360.20     1530.00
    56124.51    42128.50     1368.83     1540.00
    56127.22    42132.69     1377.51     1550.00
    56129.77    42136.88     1386.23     1560.00
    56132.28    42141.07     1394.97     1570.00
    56134.74    42145.19     1403.75     1580.00
    56137.12    42149.18     1412.61     1590.00
    56139.40    42152.99     1421.58     1600.00
    56141.47    42156.67     1430.65     1610.00
    56143.21    42160.35     1439.79     1620.00
    56144.67    42164.18     1448.93     1630.00
    56146.00    42168.19     1458.00     1640.00
    56147.33    42172.42     1466.96     1650.00
    56148.64    42176.88     1475.82     1660.00
    56149.97    42181.57     1484.57     1670.00
    56151.32    42186.49     1493.18     1680.00
    56152.66    42191.55     1501.71     1690.00
    56154.02    42196.68     1510.20     1700.00
    56155.44    42201.84     1518.64     1710.00
    56157.00    42206.99     1527.08     1720.00
    56158.73    42212.04     1535.55     1730.00
    56160.61    42216.98     1544.04     1740.00
    56162.66    42221.85     1552.55     1750.00
    56164.88    42226.63     1561.05     1760.00
    56167.28    42231.28     1569.59     1770.00
    56169.79    42235.74     1578.17     1780.00
    56172.31    42240.04     1586.86     1790.00
    56174.83    42244.17     1595.62     1800.00
    56177.30    42248.15     1604.46     1810.00
    56179.64    42251.99     1613.40     1820.00
    56181.87    42255.73     1622.42     1830.00
    56184.07    42259.40     1631.45     1840.00
    56186.26    42263.07     1640.50     1850.00
    56188.47    42266.77     1649.54     1860.00
    56190.70    42270.50     1658.56     1870.00
    56192.92    42274.29     1667.55     1880.00
    56195.12    42278.13     1676.53     1890.00
    56197.37    42281.96     1685.49     1900.00
    56199.61    42285.79     1694.46     1910.00
    56201.84    42289.66     1703.41     1920.00
    56204.12    42293.56     1712.34     1930.00
    56206.49    42297.53     1721.23     1940.00
    56208.90    42301.56     1730.06     1950.00
    56211.35    42305.67     1738.84     1960.00
    56213.83    42309.82     1747.61     1970.00
    56216.35    42313.95     1756.37     1980.00
    56218.90    42318.13     1765.10     1990.00
    56221.50    42322.39     1773.77     2000.00
    56224.17    42326.69     1782.41     2010.00
    56226.86    42331.01     1791.02     2020.00
    56229.53    42335.31     1799.65     2030.00
    56232.20    42339.61     1808.28     2040.00
    56234.85    42343.96     1816.90     2050.00
    56237.49    42348.37     1825.49     2060.00
    56240.15    42352.83     1834.04     2070.00
    56242.84    42357.34     1842.56     2080.00
    56245.60    42361.86     1851.05     2090.00
    56248.41    42366.38     1859.52     2100.00
    56251.21    42370.89     1868.01     2110.00
    56253.91    42375.41     1876.52     2120.00
    56256.41    42379.95     1885.08     2130.00
    56258.79    42384.54     1893.65     2140.00
    56261.15    42389.20     1902.18     2150.00
    56263.58    42393.91     1910.67     2160.00
    56266.15    42398.56     1919.15     2170.00
    56268.82    42403.13     1927.65     2180.00
    56271.54    42407.68     1936.13     2190.00
    56274.24    42412.20     1944.65     2200.00
    56276.92    42416.68     1953.17     2210.00
    56279.61    42421.19     1961.70     2220.00
    56282.32    42425.71     1970.20     2230.00
    56285.04    42430.18     1978.74     2240.00
    56287.74    42434.60     1987.30     2250.00
    56290.35    42439.06     1995.87     2260.00
    56292.88    42443.48     2004.48     2270.00
    56295.41    42447.88     2013.10     2280.00
    56297.96    42452.33     2021.70     2290.00
    56300.51    42456.75     2030.31     2300.00
    56303.04    42461.16     2038.93     2310.00
    56305.55    42465.54     2047.57     2320.00
    56307.97    42469.92     2056.23     2330.00
    56310.37    42474.38     2064.86     2340.00
    56312.80    42478.88     2073.46     2350.00
    56315.17    42483.35     2082.10     2360.00
    56317.44    42487.76     2090.79     2370.00
    56319.64    42492.18     2099.50     2380.00
    56321.81    42496.66     2108.19     2390.00
    56323.94    42501.16     2116.85     2400.00
    56326.04    42505.68     2125.54     2410.00
    56328.11    42510.17     2134.24     2420.00
    56330.22    42514.62     2142.95     2430.00
    56332.36    42519.03     2151.68     2440.00
    56334.50    42523.43     2160.41     2450.00
    56336.63    42527.84     2169.13     2460.00
    56338.77    42532.25     2177.85     2470.00
    56340.94    42536.64     2186.58     2480.00
    56343.11    42541.00     2195.32     2490.00
    56345.21    42545.44     2204.05     2500.00
    56347.34    42549.94     2212.73     2510.00
    56349.50    42554.50     2221.36     2520.00
    56351.69    42559.10     2229.98     2530.00
    56353.96    42563.69     2238.58     2540.00
    56356.28    42568.18     2247.22     2550.00
    56358.70    42572.57     2255.88     2560.00
    56361.22    42576.86     2264.56     2570.00
    56363.77    42581.14     2273.23     2580.00
    56366.36    42585.47     2281.88     2590.00
    56368.98    42589.86     2290.48     2600.00
    56371.66    42594.26     2299.06     2610.00
    56374.36    42598.60     2307.67     2620.00
    56377.03    42602.82     2316.34     2630.00
    56379.57    42606.91     2325.12     2640.00
    56381.90    42610.96     2333.96     2650.00
    56384.07    42614.98     2342.87     2660.00
    56386.17    42618.95     2351.81     2670.00
    56388.26    42622.90     2360.76     2680.00
    56390.34    42626.83     2369.73     2690.00
    56392.37    42630.77     2378.70     2700.00
    56394.36    42634.77     2387.65     2710.00
    56396.34    42638.77     2396.61     2720.00
    56398.34    42642.63     2405.62     2730.00
    56400.35    42646.37     2414.69     2740.00
    56402.43    42650.06     2423.76     2750.00
    56404.48    42653.71     2432.85     2760.00
    56406.49    42657.34     2441.95     2770.00
    56408.47    42661.01     2451.05     2780.00
    56410.42    42664.63     2460.17     2790.00
    56412.32    42668.15     2469.35     2800.00
    56414.17    42671.65     2478.54     2810.00
    56416.01    42675.13     2487.74     2820.00
    56417.85    42678.61     2496.94     2830.00
    56419.68    42682.07     2506.15     2840.00
    56421.51    42685.47     2515.38     2850.00
    56423.35    42688.80     2524.64     2860.00
    56425.17    42692.03     2533.94     2870.00
    56426.94    42695.19     2543.27     2880.00
    56428.68    42698.27     2552.62     2890.00
    56430.41    42701.29     2562.01     2900.00
    56432.14    42704.24     2571.42     2910.00
    56433.86    42707.12     2580.85     2920.00
    56435.55    42709.95     2590.30     2930.00
    56437.21    42712.73     2599.77     2940.00
    56438.82    42715.43     2609.27     2950.00
    56440.44    42718.04     2618.79     2960.00
    56442.06    42720.54     2628.34     2970.00
    56443.59    42723.01     2637.92     2980.00
    56445.08    42725.45     2647.51     2990.00
    56446.53    42727.87     2657.12     3000.00
    56447.91    42730.32     2666.72     3010.00
    56449.26    42732.72     2676.34     3020.00
    56450.58    42735.03     2685.99     3030.00
    56451.85    42737.29     2695.66     3040.00
    56453.08    42739.47     2705.35     3050.00
    56454.29    42741.58     2715.06     3060.00
    56455.46    42743.65     2724.78     3070.00
    56456.56    42745.70     2734.51     3080.00
    56457.69    42747.70     2744.25     3090.00
    56458.83    42749.69     2753.99     3100.00
    56459.90    42751.64     2763.75     3110.00
    56460.95    42753.57     2773.52     3120.00
    56461.97    42755.46     2783.30     3130.00
    56462.96    42757.33     2793.07     3140.00
    56463.88    42759.20     2802.85     3150.00
    56464.78    42761.06     2812.63     3160.00
    56465.63    42762.89     2822.43     3170.00
    56466.42    42764.68     2832.23     3180.00
    56467.18    42766.43     2842.05     3190.00
