#  X  Y  TVDSS  MD
Name   50ок
    64147.20    40072.00      -41.39       10.00
    64147.21    40072.02      -31.39       20.00
    64147.21    40072.05      -21.39       30.00
    64147.23    40072.10      -11.39       40.00
    64147.25    40072.19       -1.39       50.00
    64147.28    40072.28        8.61       60.00
    64147.30    40072.36       18.61       70.00
    64147.32    40072.42       28.61       80.00
    64147.33    40072.47       38.61       90.00
    64147.35    40072.54       48.61      100.00
    64147.38    40072.65       58.61      110.00
    64147.43    40072.83       68.61      120.00
    64147.49    40073.07       78.60      130.00
    64147.58    40073.37       88.60      140.00
    64147.67    40073.72       98.59      150.00
    64148.09    40073.65      108.58      160.00
    64148.03    40073.18      118.57      170.00
    64147.94    40072.66      128.56      180.00
    64147.82    40072.03      138.54      190.00
    64147.69    40071.32      148.51      200.00
    64147.53    40070.56      158.48      210.00
    64147.33    40069.74      168.44      220.00
    64147.10    40068.86      178.40      230.00
    64146.84    40067.93      188.36      240.00
    64146.54    40066.94      198.30      250.00
    64146.19    40065.86      208.24      260.00
    64145.79    40064.68      218.16      270.00
    64145.33    40063.43      228.07      280.00
    64144.86    40062.13      237.98      290.00
    64144.39    40060.78      247.87      300.00
    64143.91    40059.37      257.76      310.00
    64143.45    40057.89      267.64      320.00
    64143.02    40056.36      277.51      330.00
    64142.64    40054.79      287.38      340.00
    64142.27    40053.21      297.25      350.00
    64141.92    40051.64      307.12      360.00
    64141.53    40050.13      317.00      370.00
    64141.13    40048.73      326.89      380.00
    64140.75    40047.49      336.81      390.00
    64140.39    40046.37      346.74      400.00
    64140.05    40045.32      356.67      410.00
    64139.71    40044.27      366.61      420.00
    64139.37    40043.15      376.54      430.00
    64139.04    40041.95      386.47      440.00
    64138.72    40040.67      396.38      450.00
    64138.42    40039.34      406.29      460.00
    64138.12    40037.99      416.19      470.00
    64137.82    40036.66      426.10      480.00
    64137.51    40035.36      436.01      490.00
    64137.20    40034.10      445.92      500.00
    64136.89    40032.86      455.84      510.00
    64136.59    40031.60      465.76      520.00
    64136.29    40030.32      475.67      530.00
    64135.98    40029.02      485.58      540.00
    64135.66    40027.71      495.49      550.00
    64135.32    40026.42      505.40      560.00
    64135.00    40025.15      515.31      570.00
    64134.69    40023.88      525.23      580.00
    64134.41    40022.61      535.14      590.00
    64134.17    40021.36      545.06      600.00
    64133.94    40020.14      554.98      610.00
    64133.73    40018.95      564.91      620.00
    64133.51    40017.79      574.84      630.00
    64133.31    40016.66      584.77      640.00
    64133.09    40015.55      594.71      650.00
    64132.86    40014.46      604.65      660.00
    64132.64    40013.36      614.58      670.00
    64132.43    40012.22      624.52      680.00
    64132.22    40011.03      634.44      690.00
    64132.00    40009.85      644.37      700.00
    64131.78    40008.68      654.30      710.00
    64131.53    40007.51      664.23      720.00
    64131.26    40006.34      674.16      730.00
    64130.98    40005.11      684.08      740.00
    64130.71    40003.79      693.99      750.00
    64130.45    40002.45      703.89      760.00
    64130.20    40001.07      713.79      770.00
    64129.96    39999.66      723.69      780.00
    64129.79    39998.38      733.61      790.00
    64129.69    39997.38      743.56      800.00
    64129.81    39996.70      753.53      810.00
    64130.20    39996.44      763.52      820.00
    64130.72    39996.47      773.51      830.00
    64131.48    39996.57      783.48      840.00
    64132.47    39996.68      793.43      850.00
    64133.54    39996.77      803.37      860.00
    64134.75    39996.77      813.30      870.00
    64136.23    39996.61      823.18      880.00
    64138.03    39996.31      833.02      890.00
    64140.05    39995.79      842.80      900.00
    64142.28    39994.99      852.51      910.00
    64144.68    39993.88      862.16      920.00
    64147.19    39992.40      871.72      930.00
    64149.80    39990.58      881.20      940.00
    64152.33    39988.44      890.64      950.00
    64154.61    39986.08      900.08      960.00
    64156.61    39983.67      909.58      970.00
    64158.30    39981.32      919.15      980.00
    64159.72    39979.13      928.81      990.00
    64161.04    39977.15      938.52     1000.00
    64162.31    39975.41      948.28     1010.00
    64163.55    39973.94      958.10     1020.00
    64164.86    39972.57      967.92     1030.00
    64166.23    39971.17      977.72     1040.00
    64167.60    39969.82      987.54     1050.00
    64168.96    39968.51      997.35     1060.00
    64170.33    39967.21     1007.18     1070.00
    64171.78    39965.91     1016.98     1080.00
    64173.35    39964.60     1026.77     1090.00
    64175.01    39963.26     1036.54     1100.00
    64176.83    39961.84     1046.27     1110.00
    64178.76    39960.37     1055.97     1120.00
    64180.75    39958.77     1065.64     1130.00
    64182.76    39957.03     1075.28     1140.00
    64184.76    39955.20     1084.91     1150.00
    64186.75    39953.29     1094.52     1160.00
    64188.75    39951.31     1104.12     1170.00
    64190.72    39949.24     1113.70     1180.00
    64192.65    39947.11     1123.28     1190.00
    64194.47    39944.98     1132.88     1200.00
    64196.16    39942.87     1142.51     1210.00
    64197.76    39940.75     1152.14     1220.00
    64199.28    39938.63     1161.80     1230.00
    64200.71    39936.52     1171.47     1240.00
    64202.18    39934.43     1181.14     1250.00
    64203.73    39932.42     1190.81     1260.00
    64205.33    39930.45     1200.48     1270.00
    64206.95    39928.57     1210.17     1280.00
    64208.55    39926.76     1219.87     1290.00
    64210.09    39925.01     1229.60     1300.00
    64211.51    39923.32     1239.35     1310.00
    64212.89    39921.65     1249.11     1320.00
    64214.26    39919.97     1258.88     1330.00
