#  X  Y  TVDSS  MD
Name   76ок
    55921.90    42047.50      -45.26       10.00
    55921.90    42047.50      -35.26       20.00
    55921.90    42047.50      -25.26       30.00
    55921.90    42047.50      -15.26       40.00
    55921.90    42047.50       -5.26       50.00
    55921.90    42047.50        4.74       60.00
    55921.91    42047.52       14.74       70.00
    55921.93    42047.58       24.74       80.00
    55922.08    42047.73       34.74       90.00
    55922.50    42047.76       44.73      100.00
    55923.10    42047.58       54.71      110.00
    55923.90    42047.35       64.67      120.00
    55924.85    42047.09       74.63      130.00
    55925.90    42046.82       84.57      140.00
    55926.99    42046.55       94.50      150.00
    55928.16    42046.27      104.43      160.00
    55929.43    42045.97      114.35      170.00
    55930.77    42045.66      124.25      180.00
    55932.17    42045.32      134.15      190.00
    55933.60    42044.95      144.04      200.00
    55935.09    42044.55      153.92      210.00
    55936.66    42044.13      163.78      220.00
    55938.32    42043.68      173.63      230.00
    55940.08    42043.20      183.47      240.00
    55941.95    42042.71      193.28      250.00
    55943.91    42042.19      203.07      260.00
    55945.95    42041.64      212.84      270.00
    55948.11    42041.02      222.59      280.00
    55950.42    42040.33      232.29      290.00
    55952.93    42039.55      241.94      300.00
    55955.70    42038.74      251.52      310.00
    55958.76    42037.93      261.00      320.00
    55962.10    42037.15      270.40      330.00
    55965.69    42036.43      279.70      340.00
    55969.48    42035.77      288.93      350.00
    55973.36    42035.16      298.13      360.00
    55977.28    42034.59      307.31      370.00
    55981.23    42033.90      316.47      380.00
    55985.16    42032.94      325.62      390.00
    55989.08    42031.75      334.74      400.00
    55993.00    42030.44      343.85      410.00
    55996.91    42029.04      352.94      420.00
    56000.84    42027.62      362.03      430.00
    56004.77    42026.26      371.12      440.00
    56008.69    42024.94      380.23      450.00
    56012.56    42023.64      389.36      460.00
    56016.36    42022.35      398.52      470.00
    56020.07    42021.06      407.71      480.00
    56023.66    42019.75      416.95      490.00
    56027.18    42018.42      426.22      500.00
    56030.67    42017.07      435.49      510.00
    56034.12    42015.70      444.77      520.00
    56037.44    42014.33      454.11      530.00
    56040.53    42012.96      463.52      540.00
    56043.46    42011.61      472.98      550.00
    56046.31    42010.31      482.48      560.00
    56049.13    42009.07      492.00      570.00
    56051.97    42007.89      501.51      580.00
    56054.89    42006.77      511.01      590.00
    56057.84    42005.68      520.50      600.00
    56060.79    42004.54      529.99      610.00
    56063.74    42003.37      539.47      620.00
    56066.72    42002.20      548.95      630.00
    56069.73    42001.06      558.41      640.00
    56072.77    41999.97      567.88      650.00
    56075.81    41998.94      577.35      660.00
    56078.89    41997.96      586.81      670.00
    56082.03    41996.99      596.25      680.00
    56085.27    41996.00      605.66      690.00
    56088.64    41994.99      615.02      700.00
    56092.13    41993.97      624.34      710.00
    56095.65    41992.94      633.64      720.00
    56099.20    41991.89      642.93      730.00
    56102.79    41990.84      652.21      740.00
    56106.34    41989.77      661.49      750.00
    56109.78    41988.68      670.82      760.00
    56113.05    41987.55      680.20      770.00
    56116.23    41986.45      689.62      780.00
    56119.38    41985.38      699.05      790.00
    56122.49    41984.31      708.49      800.00
    56125.54    41983.12      717.94      810.00
    56128.50    41981.76      727.40      820.00
    56131.48    41980.26      736.82      830.00
    56134.58    41978.65      746.19      840.00
    56137.81    41976.88      755.49      850.00
    56141.17    41974.90      764.70      860.00
    56144.67    41972.64      773.79      870.00
    56148.32    41970.17      782.77      880.00
    56152.18    41967.52      791.60      890.00
    56156.23    41964.69      800.30      900.00
    56160.38    41961.68      808.88      910.00
    56164.60    41958.45      817.35      920.00
    56168.87    41955.16      825.77      930.00
    56173.18    41951.95      834.21      940.00
    56177.51    41948.79      842.65      950.00
    56181.82    41945.57      851.08      960.00
    56186.12    41942.25      859.48      970.00
    56190.40    41938.85      867.85      980.00
