#  X  Y  TVDSS  MD
Name   548ою
    66723.80    40711.90      -63.99        0.00
    66723.80    40711.90      -53.98       10.00
    66723.73    40711.84      -43.98       20.00
    66723.65    40711.81      -33.97       30.00
    66723.56    40711.77      -23.96       40.00
    66723.49    40711.71      -13.96       50.00
    66723.41    40711.66       -3.95       60.00
    66723.30    40711.62        6.05       70.00
    66723.21    40711.59       16.06       80.00
    66723.11    40711.59       26.07       90.00
    66723.00    40711.60       36.07      100.00
    66722.86    40711.62       46.07      110.00
    66722.68    40711.65       56.08      120.00
    66722.51    40711.71       66.08      130.00
    66722.32    40711.95       76.09      140.00
    66722.19    40712.46       86.08      150.00
    66722.03    40713.12       96.06      160.00
    66721.85    40713.91      106.04      170.00
    66721.64    40714.84      115.99      180.00
    66721.39    40715.87      125.95      190.00
    66721.05    40717.06      135.88      200.00
    66720.62    40718.37      145.78      210.00
    66720.18    40719.81      155.68      220.00
    66719.75    40721.39      165.55      230.00
    66719.32    40723.03      175.41      240.00
    66718.87    40724.70      185.27      250.00
    66718.39    40726.40      195.12      260.00
    66717.92    40728.15      204.95      270.00
    66717.45    40730.01      214.78      280.00
    66716.99    40731.98      224.57      290.00
    66716.51    40734.01      234.36      300.00
    66716.08    40736.15      244.13      310.00
    66715.69    40738.41      253.87      320.00
    66715.31    40740.77      263.59      330.00
    66714.94    40743.24      273.28      340.00
    66714.57    40745.82      282.93      350.00
    66714.26    40748.49      292.57      360.00
    66714.01    40751.26      302.18      370.00
    66713.75    40754.12      311.77      380.00
    66713.48    40757.07      321.33      390.00
    66713.21    40760.08      330.86      400.00
    66712.88    40763.16      340.38      410.00
    66712.47    40766.26      349.89      420.00
    66711.97    40769.37      359.38      430.00
    66711.41    40772.50      368.87      440.00
    66710.81    40775.66      378.35      450.00
    66710.19    40778.84      387.81      460.00
    66709.52    40782.08      397.26      470.00
    66708.82    40785.34      406.68      480.00
    66708.08    40788.63      416.11      490.00
    66707.28    40791.92      425.53      500.00
    66706.42    40795.21      434.93      510.00
    66705.52    40798.45      444.36      520.00
    66704.59    40801.66      453.79      530.00
    66703.66    40804.86      463.22      540.00
    66702.74    40808.05      472.67      550.00
    66701.79    40811.22      482.11      560.00
    66700.82    40814.36      491.56      570.00
    66699.85    40817.49      501.01      580.00
    66698.86    40820.62      510.46      590.00
    66697.87    40823.73      519.92      600.00
    66696.93    40826.79      529.41      610.00
    66695.99    40829.83      538.89      620.00
    66695.05    40832.89      548.37      630.00
    66694.10    40835.97      557.85      640.00
    66693.13    40839.02      567.32      650.00
    66692.14    40842.05      576.81      660.00
    66691.18    40845.04      586.31      670.00
    66690.27    40848.01      595.82      680.00
    66689.36    40850.95      605.35      690.00
    66688.46    40853.87      614.87      700.00
    66687.56    40856.79      624.40      710.00
    66686.67    40859.68      633.94      720.00
    66685.79    40862.53      643.48      730.00
    66684.94    40865.37      653.04      740.00
    66684.12    40868.20      662.61      750.00
    66683.30    40871.05      672.16      760.00
    66682.47    40873.89      681.72      770.00
