#  X  Y  TVDSS  MD
Name   51
    64174.10    40073.20      -41.39       10.00
    64174.19    40073.12      -31.39       20.00
    64174.17    40073.02      -21.39       30.00
    64174.19    40072.93      -11.39       40.00
    64174.25    40072.85       -1.39       50.00
    64174.30    40072.79        8.61       60.00
    64174.36    40072.73       18.61       70.00
    64174.41    40072.66       28.61       80.00
    64174.47    40072.60       38.61       90.00
    64174.52    40072.53       48.61      100.00
    64174.57    40072.47       58.61      110.00
    64174.59    40072.42       68.61      120.00
    64174.49    40072.37       78.61      130.00
    64174.33    40072.53       88.60      140.00
    64174.12    40072.77       98.60      150.00
    64173.86    40073.06      108.59      160.00
    64173.57    40073.41      118.58      170.00
    64173.21    40073.85      128.56      180.00
    64172.82    40074.34      138.54      190.00
    64172.41    40074.86      148.52      200.00
    64171.97    40075.40      158.50      210.00
    64171.51    40075.96      168.47      220.00
    64170.98    40076.55      178.44      230.00
    64170.39    40077.18      188.40      240.00
    64169.75    40077.84      198.36      250.00
    64169.02    40078.57      208.31      260.00
    64168.16    40079.34      218.24      270.00
    64167.16    40080.13      228.16      280.00
    64166.04    40080.99      238.06      290.00
    64164.81    40081.91      247.94      300.00
    64163.46    40082.90      257.80      310.00
    64162.01    40083.97      267.63      320.00
    64160.49    40085.13      277.45      330.00
    64158.98    40086.38      287.26      340.00
    64157.47    40087.70      297.05      350.00
    64155.99    40089.10      306.84      360.00
    64154.60    40090.67      316.62      370.00
    64153.27    40092.42      326.38      380.00
    64151.84    40094.31      336.09      390.00
    64150.25    40096.38      345.74      400.00
    64148.53    40098.60      355.34      410.00
    64146.70    40100.97      364.88      420.00
    64144.76    40103.44      374.38      430.00
    64142.71    40105.97      383.83      440.00
    64140.57    40108.55      393.26      450.00
    64138.39    40111.19      402.65      460.00
    64136.11    40113.89      412.00      470.00
    64133.66    40116.65      421.30      480.00
    64131.03    40119.45      430.53      490.00
    64128.33    40122.29      439.73      500.00
    64125.62    40125.12      448.93      510.00
    64122.91    40127.92      458.14      520.00
    64120.16    40130.71      467.34      530.00
    64117.38    40133.53      476.52      540.00
    64114.47    40136.32      485.67      550.00
    64111.41    40139.07      494.79      560.00
    64108.22    40141.78      503.87      570.00
    64104.93    40144.29      512.97      580.00
    64101.65    40146.58      522.14      590.00
    64098.45    40148.77      531.36      600.00
    64095.38    40150.90      540.64      610.00
    64092.47    40152.97      549.98      620.00
    64089.67    40154.99      559.36      630.00
    64086.93    40156.94      568.78      640.00
    64084.18    40158.79      578.21      650.00
    64081.40    40160.58      587.65      660.00
    64078.59    40162.36      597.08      670.00
    64075.72    40164.15      606.49      680.00
    64072.79    40165.94      615.88      690.00
    64069.82    40167.74      625.26      700.00
    64066.79    40169.56      634.62      710.00
    64063.68    40171.45      643.93      720.00
    64060.57    40173.50      653.21      730.00
    64057.45    40175.67      662.46      740.00
    64054.36    40177.91      671.70      750.00
    64051.27    40180.18      680.94      760.00
    64048.08    40182.49      690.13      770.00
    64044.78    40184.79      699.29      780.00
    64041.49    40187.17      708.43      790.00
    64038.25    40189.74      717.53      800.00
    64035.03    40192.37      726.62      810.00
    64031.75    40195.07      735.68      820.00
    64028.33    40197.88      744.64      830.00
    64024.72    40200.78      753.51      840.00
    64020.99    40203.85      762.26      850.00
    64017.30    40207.15      770.95      860.00
    64013.65    40210.60      779.60      870.00
    64009.99    40214.12      788.21      880.00
    64006.37    40217.72      796.81      890.00
    64002.78    40221.42      805.38      900.00
    63999.21    40225.17      813.93      910.00
    63995.65    40228.97      822.48      920.00
    63992.17    40232.81      831.02      930.00
    63988.79    40236.69      839.60      940.00
    63985.55    40240.60      848.22      950.00
    63982.51    40244.54      856.89      960.00
    63979.69    40248.55      865.61      970.00
    63977.11    40252.66      874.35      980.00
    63974.69    40256.82      883.11      990.00
    63972.42    40260.99      891.91     1000.00
    63970.19    40265.16      900.72     1010.00
    63967.84    40269.28      909.53     1020.00
    63965.40    40273.40      918.31     1030.00
    63962.92    40277.51      927.08     1040.00
    63960.44    40281.54      935.89     1050.00
    63958.05    40285.42      944.79     1060.00
    63955.76    40289.14      953.79     1070.00
    63953.48    40292.77      962.82     1080.00
    63951.15    40296.34      971.87     1090.00
    63948.77    40299.85      980.92     1100.00
    63946.30    40303.42      989.93     1110.00
    63943.76    40307.04      998.90     1120.00
    63941.15    40310.74     1007.82     1130.00
    63938.51    40314.64     1016.64     1140.00
    63935.85    40318.65     1025.40     1150.00
    63933.20    40322.70     1034.16     1160.00
    63930.56    40326.75     1042.91     1170.00
    63927.84    40330.83     1051.62     1180.00
    63925.11    40334.95     1060.32     1190.00
    63922.36    40339.08     1069.00     1200.00
    63919.58    40343.25     1077.66     1210.00
    63916.78    40347.46     1086.28     1220.00
    63914.02    40351.70     1094.91     1230.00
    63911.31    40355.93     1103.55     1240.00
    63908.67    40360.12     1112.24     1250.00
    63906.19    40364.23     1121.01     1260.00
    63903.78    40368.31     1129.82     1270.00
