#  X  Y  TVDSS  MD
Name   39Ð
    62691.15    38280.65      -60.12        0.00
    62691.15    38280.65      -35.12       25.00
    62691.15    38280.65      -10.12       50.00
    62691.16    38280.70       14.88       75.00
    62691.18    38280.74       34.88       95.00
    62691.18    38280.74       39.88      100.00
    62691.19    38280.80       64.88      125.00
    62691.22    38280.90       89.88      150.00
    62691.26    38281.06      114.88      175.00
    62691.28    38281.15      134.88      195.00
    62691.28    38281.15      139.88      200.00
    62691.28    38281.15      164.88      225.00
    62691.31    38281.25      189.88      250.00
    62691.37    38281.46      214.88      275.00
    62691.41    38281.63      234.88      295.00
    62691.42    38281.67      239.88      300.00
    62691.48    38281.88      264.88      325.00
    62691.55    38282.15      289.87      350.00
    62691.62    38282.41      314.87      375.00
    62691.67    38282.62      334.87      395.00
    62691.69    38282.68      339.87      400.00
    62691.79    38283.05      364.87      425.00
    62691.90    38283.48      389.86      450.00
    62692.03    38283.95      414.86      475.00
    62692.15    38284.41      434.85      495.00
    62692.18    38284.54      439.85      500.00
    62692.36    38285.23      464.84      525.00
    62692.56    38285.96      489.83      550.00
    62692.77    38286.75      514.82      575.00
    62692.95    38287.43      534.80      595.00
    62692.99    38287.60      539.80      600.00
    62693.22    38288.44      564.79      625.00
    62693.43    38289.23      589.77      650.00
    62693.61    38289.92      614.76      675.00
    62693.73    38290.38      634.76      695.00
    62693.76    38290.49      639.76      700.00
    62693.90    38291.01      664.75      725.00
    62694.03    38291.49      689.75      750.00
    62694.13    38291.86      714.74      775.00
    62694.18    38292.07      734.74      795.00
    62694.19    38292.11      739.74      800.00
    62694.25    38292.32      764.74      825.00
    62694.32    38292.58      789.74      850.00
    62694.40    38292.90      814.74      875.00
    62694.48    38293.19      834.73      895.00
    62694.50    38293.28      839.73      900.00
    62694.60    38293.65      864.73      925.00
    62694.69    38293.96      889.73      950.00
    62694.78    38294.33      914.73      975.00
    62694.87    38294.67      934.72      995.00
    62694.90    38294.76      939.72     1000.00
    62695.04    38295.28      964.72     1025.00
    62695.20    38295.91      989.71     1050.00
    62695.37    38296.55     1014.70     1075.00
    62695.49    38297.01     1034.69     1095.00
    62695.52    38297.13     1039.69     1100.00
    62695.68    38297.71     1064.68     1125.00
    62695.83    38298.29     1089.68     1150.00
    62695.99    38298.87     1114.67     1175.00
    62696.10    38299.29     1134.67     1195.00
    62696.12    38299.38     1139.66     1200.00
    62696.24    38299.80     1164.66     1225.00
    62696.35    38300.23     1189.66     1250.00
    62696.46    38300.65     1214.65     1275.00
    62696.55    38300.99     1234.65     1295.00
    62696.57    38301.08     1239.65     1300.00
    62696.71    38301.61     1264.64     1325.00
    62696.87    38302.19     1289.64     1350.00
    62697.04    38302.82     1314.63     1375.00
    62697.17    38303.33     1334.62     1395.00
    62697.20    38303.45     1339.62     1400.00
    62697.37    38304.08     1364.61     1425.00
    62697.51    38304.61     1389.60     1450.00
    62697.64    38305.09     1414.60     1475.00
    62697.75    38305.51     1434.59     1495.00
    62697.78    38305.60     1439.59     1500.00
    62697.89    38306.02     1464.59     1525.00
    62698.00    38306.45     1489.59     1550.00
    62698.10    38306.82     1514.58     1575.00
    62698.16    38307.07     1534.58     1595.00
