#  X  Y  TVDSS  MD
Name   1800ок
    59484.00    44304.00      -54.21        0.10
    59483.60    44304.33       -0.19       54.12
    59483.01    44304.19       24.28       78.60
    59481.68    44304.27       48.60      102.96
    59479.15    44304.49       72.75      127.24
    59475.72    44304.85       96.80      151.53
    59471.94    44305.45      120.85      175.89
    59468.31    44306.39      144.94      200.27
    59464.70    44307.47      169.13      224.75
    59461.01    44308.54      193.23      249.15
    59456.93    44309.65      217.33      273.62
    59451.79    44311.02      241.05      297.93
    59445.52    44312.62      264.54      322.30
    59438.16    44314.30      287.64      346.60
    59429.40    44316.13      310.36      371.02
    59419.87    44318.04      332.86      395.53
    59410.46    44319.86      355.34      419.96
    59401.10    44321.72      377.88      444.44
    59391.71    44323.59      400.32      468.84
    59382.10    44325.73      422.69      493.28
    59372.47    44328.31      444.98      517.70
    59362.96    44330.62      467.38      542.14
    59353.60    44332.73      489.95      566.67
    59344.36    44335.09      512.40      591.06
    59335.06    44337.57      534.92      615.55
    59329.65    44338.92      548.25      630.00
    59325.93    44339.78      557.49      640.00
    59322.24    44340.67      566.75      650.00
    59318.61    44341.62      576.02      660.00
    59315.03    44342.52      585.31      670.00
    59311.46    44343.38      594.61      680.00
    59307.87    44344.18      603.91      690.00
    59304.25    44344.89      613.20      700.00
    59300.61    44345.53      622.50      710.00
    59296.97    44346.15      631.79      720.00
    59293.33    44346.76      641.08      730.00
    59289.68    44347.34      650.37      740.00
    59285.98    44347.88      659.65      750.00
    59282.19    44348.49      668.88      760.00
    59278.28    44349.25      678.05      770.00
    59274.21    44350.19      687.14      780.00
    59269.97    44351.33      696.13      790.00
    59265.56    44352.60      705.01      800.00
    59260.97    44353.92      713.80      810.00
    59256.27    44355.26      722.52      820.00
    59251.55    44356.65      731.22      830.00
    59246.84    44358.15      739.92      840.00
    59242.15    44359.77      748.60      850.00
    59237.50    44361.53      757.28      860.00
    59232.86    44363.39      765.94      870.00
    59228.20    44365.23      774.59      880.00
    59223.48    44366.99      783.23      890.00
    59218.70    44368.65      791.86      900.00
    59213.89    44370.22      800.48      910.00
    59209.07    44371.74      809.11      920.00
    59204.25    44373.24      817.74      930.00
    59199.44    44374.77      826.38      940.00
    59194.63    44376.33      835.01      950.00
    59189.74    44377.84      843.60      960.00
    59184.76    44379.28      852.15      970.00
    59179.75    44380.69      860.69      980.00
    59174.76    44382.07      869.24      990.00
    59169.80    44383.47      877.81     1000.00
    59164.82    44384.87      886.37     1010.00
    59159.83    44386.22      894.93     1020.00
    59154.81    44387.43      903.49     1030.00
    59149.77    44388.53      912.06     1040.00
    59144.72    44389.65      920.62     1050.00
    59139.66    44390.85      929.16     1060.00
    59134.58    44392.10      937.68     1070.00
    59129.49    44393.31      946.20     1080.00
    59124.36    44394.43      954.71     1090.00
    59119.19    44395.56      963.20     1100.00
    59114.00    44396.75      971.66     1110.00
    59108.83    44397.97      980.13     1120.00
    59103.70    44399.14      988.64     1130.00
    59098.62    44400.26      997.18     1140.00
    59093.52    44401.33     1005.71     1150.00
