#  X  Y  TVDSS  MD
Name   253ок
    57905.30    44201.00      -55.98        0.00
    57905.31    44201.01      -45.98       10.00
    57905.36    44200.99      -35.98       20.00
    57905.36    44200.92      -25.98       30.00
    57905.28    44200.89      -15.98       40.00
    57905.18    44200.89       -5.98       50.00
    57905.10    44200.90        4.02       60.00
    57905.02    44200.89       14.02       70.00
    57904.94    44200.87       24.02       80.00
    57904.85    44200.81       34.02       90.00
    57904.74    44200.74       44.02      100.00
    57904.63    44200.67       54.02      110.00
    57904.51    44200.60       64.01      120.00
    57904.41    44200.55       74.01      130.00
    57904.33    44200.53       84.01      140.00
    57904.25    44200.52       94.01      150.00
    57904.16    44200.51      104.01      160.00
    57904.04    44200.50      114.01      170.00
    57903.92    44200.49      124.01      180.00
    57903.81    44200.48      134.01      190.00
    57903.71    44200.48      144.01      200.00
    57903.63    44200.48      154.01      210.00
    57903.57    44200.49      164.01      220.00
    57903.53    44200.53      174.01      230.00
    57903.50    44200.57      184.01      240.00
    57903.47    44200.60      194.01      250.00
    57903.42    44200.62      204.01      260.00
    57903.37    44200.63      214.01      270.00
    57903.33    44200.64      224.01      280.00
    57903.29    44200.66      234.01      290.00
    57903.26    44200.72      244.01      300.00
    57903.25    44200.81      254.01      310.00
    57903.24    44200.92      264.01      320.00
    57903.21    44201.00      274.01      330.00
    57903.17    44201.07      284.01      340.00
    57903.14    44201.14      294.01      350.00
    57903.12    44201.24      304.01      360.00
    57903.08    44201.35      314.01      370.00
    57903.01    44201.47      324.00      380.00
    57902.94    44201.59      334.00      390.00
    57902.87    44201.74      344.00      400.00
    57902.75    44201.87      354.00      410.00
    57902.56    44201.85      364.00      420.00
    57902.50    44201.64      374.00      430.00
    57902.59    44201.31      383.99      440.00
    57902.72    44200.79      393.98      450.00
    57902.88    44200.13      403.95      460.00
    57903.06    44199.37      413.92      470.00
    57903.25    44198.58      423.89      480.00
    57903.43    44197.79      433.86      490.00
    57903.58    44196.99      443.82      500.00
    57903.70    44196.20      453.79      510.00
    57903.80    44195.35      463.76      520.00
    57903.86    44194.45      473.71      530.00
    57903.90    44193.48      483.67      540.00
    57903.89    44192.41      493.61      550.00
    57903.83    44191.23      503.54      560.00
    57903.67    44189.90      513.45      570.00
    57903.39    44188.45      523.34      580.00
    57902.96    44186.93      533.21      590.00
    57902.35    44185.40      543.08      600.00
    57901.58    44183.89      552.93      610.00
    57900.69    44182.44      562.79      620.00
    57899.70    44181.10      572.65      630.00
    57898.66    44179.86      582.52      640.00
    57897.57    44178.72      592.39      650.00
    57896.44    44177.63      602.27      660.00
    57895.24    44176.55      612.13      670.00
    57893.97    44175.46      621.99      680.00
    57892.63    44174.38      631.84      690.00
    57891.25    44173.31      641.69      700.00
    57889.87    44172.25      651.54      710.00
    57888.46    44171.18      661.38      720.00
    57886.99    44170.04      671.21      730.00
    57885.45    44168.78      681.01      740.00
    57883.87    44167.48      690.79      750.00
    57882.30    44166.18      700.59      760.00
    57880.72    44164.86      710.37      770.00
    57879.06    44163.42      720.13      780.00
    57877.30    44161.81      729.84      790.00
    57875.41    44160.00      739.49      800.00
    57873.34    44157.95      749.05      810.00
    57871.14    44155.69      758.54      820.00
    57868.85    44153.31      767.98      830.00
    57866.51    44150.85      777.39      840.00
    57864.14    44148.35      786.78      850.00
    57861.77    44145.83      796.16      860.00
    57859.36    44143.28      805.52      870.00
    57856.84    44140.70      814.85      880.00
    57854.20    44138.09      824.14      890.00
    57851.47    44135.42      833.38      900.00
    57848.66    44132.68      842.58      910.00
    57845.81    44129.89      851.75      920.00
    57842.95    44127.10      860.92      930.00
    57840.11    44124.31      870.09      940.00
    57837.33    44121.52      879.28      950.00
    57834.63    44118.72      888.49      960.00
    57831.96    44115.87      897.70      970.00
    57829.24    44112.96      906.87      980.00
    57826.44    44109.99      916.00      990.00
    57823.53    44107.03      925.10     1000.00
    57820.52    44104.12      934.18     1010.00
    57817.40    44101.23      943.23     1020.00
    57814.21    44098.31      952.24     1030.00
    57810.96    44095.35      961.23     1040.00
    57807.69    44092.35      970.19     1050.00
    57804.44    44089.32      979.15     1060.00
    57801.24    44086.28      988.12     1070.00
    57798.10    44083.28      997.13     1080.00
    57795.02    44080.29     1006.16     1090.00
    57791.97    44077.28     1015.20     1100.00
    57788.94    44074.22     1024.22     1110.00
    57785.91    44071.11     1033.23     1120.00
