#  X  Y  TVDSS  MD
Name   309ою
    61789.60    42982.30      -52.31        0.00
    61789.60    42982.30      -32.31       20.00
    61789.63    42982.42      -12.31       40.00
    61789.69    42982.62        7.69       60.00
    61789.76    42982.89       27.69       80.00
    61789.84    42983.21       47.68      100.00
    61789.94    42983.57       67.68      120.00
    61790.03    42983.94       87.68      140.00
    61790.14    42984.34      107.68      160.00
    61790.26    42984.80      127.68      180.00
    61790.39    42985.29      147.67      200.00
    61790.53    42985.81      167.66      220.00
    61790.67    42986.35      187.66      240.00
    61790.83    42986.92      207.65      260.00
    61790.95    42987.39      227.64      280.00
    61791.46    42987.28      247.63      300.00
    61791.40    42986.92      257.63      310.00
    61791.36    42986.56      267.62      320.00
    61791.33    42986.17      277.61      330.00
    61791.30    42985.74      287.60      340.00
    61791.28    42985.32      297.59      350.00
    61791.27    42984.90      307.59      360.00
    61791.25    42984.44      317.58      370.00
    61791.24    42983.96      327.56      380.00
    61791.23    42983.51      337.55      390.00
    61791.23    42983.05      347.54      400.00
    61791.26    42982.53      357.53      410.00
    61791.38    42981.96      367.51      420.00
    61791.49    42981.33      377.49      430.00
    61791.54    42980.60      387.47      440.00
    61791.53    42979.81      397.44      450.00
    61791.50    42979.00      407.41      460.00
    61791.46    42978.15      417.37      470.00
    61791.42    42977.25      427.33      480.00
    61791.37    42976.35      437.29      490.00
    61791.30    42975.45      447.25      500.00
    61791.22    42974.55      457.21      510.00
    61791.08    42973.65      467.17      520.00
    61790.86    42972.77      477.13      530.00
    61790.60    42971.91      487.09      540.00
    61790.36    42971.05      497.05      550.00
    61790.15    42970.21      507.01      560.00
    61789.94    42969.43      516.98      570.00
    61789.71    42968.75      526.95      580.00
    61789.46    42968.12      536.93      590.00
    61789.18    42967.54      546.91      600.00
    61788.78    42966.94      556.88      610.00
    61788.23    42966.28      566.85      620.00
    61787.59    42965.56      576.80      630.00
    61786.86    42964.73      586.74      640.00
    61786.08    42963.71      596.66      650.00
    61785.31    42962.49      606.55      660.00
    61784.56    42961.11      616.43      670.00
    61783.86    42959.55      626.28      680.00
    61783.11    42957.85      636.11      690.00
    61782.24    42956.06      645.90      700.00
    61781.25    42954.14      655.67      710.00
    61780.11    42952.11      665.39      720.00
    61778.77    42950.00      675.08      730.00
    61777.24    42947.72      684.70      740.00
    61775.70    42945.38      694.30      750.00
    61774.22    42943.04      703.91      760.00
    61772.75    42940.69      713.52      770.00
    61771.35    42938.39      723.15      780.00
    61770.01    42936.18      732.81      790.00
    61768.64    42933.98      742.47      800.00
    61765.91    42929.59      761.79      820.00
    61763.16    42925.24      781.12      840.00
    61760.37    42920.92      800.44      860.00
    61757.57    42916.67      819.78      880.00
    61754.75    42912.55      839.15      900.00
    61751.92    42908.56      858.54      920.00
    61749.10    42904.74      877.97      940.00
    61746.26    42901.01      897.42      960.00
    61743.34    42897.32      916.85      980.00
    61740.39    42893.73      936.31     1000.00
    61737.39    42890.19      955.76     1020.00
    61734.33    42886.66      975.22     1040.00
    61731.32    42883.18      994.68     1060.00
    61728.38    42879.78     1014.17     1080.00
    61725.45    42876.39     1033.66     1100.00
    61722.54    42873.03     1053.16     1120.00
    61719.65    42869.69     1072.67     1140.00
    61716.82    42866.36     1092.19     1160.00
    61714.06    42863.05     1111.72     1180.00
    61711.32    42859.77     1131.25     1200.00
    61708.64    42856.50     1150.80     1220.00
    61706.01    42853.24     1170.36     1240.00
    61703.43    42849.98     1189.92     1260.00
    61700.95    42846.68     1209.49     1280.00
    61698.58    42843.33     1229.06     1300.00
