#  X  Y  TVDSS  MD
Name   821Ð
    66983.20    40536.20      -61.28        0.00
    66983.20    40536.20      -36.28       25.00
    66983.26    40536.41      -11.28       50.00
    66983.42    40537.04       63.72      125.00
    66983.48    40537.25       88.72      150.00
    66983.65    40537.89      163.71      225.00
    66983.70    40538.10      188.71      250.00
    66983.93    40538.94      288.71      350.00
    66983.98    40539.15      313.71      375.00
    66984.24    40540.12      363.70      425.00
    66984.50    40541.09      413.69      475.00
    66984.55    40541.30      438.69      500.00
    66984.78    40542.15      488.68      550.00
    66985.11    40543.41      563.67      625.00
    66985.17    40543.62      588.67      650.00
    66985.39    40544.47      638.66      700.00
    66985.90    40546.36      713.63      775.00
    66986.23    40547.63      763.62      825.00
    66986.74    40549.53      838.58      900.00
    66987.24    40551.42      913.55      975.00
    66988.08    40554.59     1038.51     1100.00
    66988.75    40557.12     1138.48     1200.00
    66989.59    40560.28     1263.43     1325.00
    66989.76    40560.91     1288.43     1350.00
    66989.87    40561.33     1313.42     1375.00
    66989.92    40561.54     1338.42     1400.00
    66990.09    40562.18     1413.42     1475.00
    66990.15    40562.39     1438.42     1500.00
    66990.20    40562.60     1463.42     1525.00
    66990.76    40564.71     1588.40     1650.00
    66990.93    40565.34     1613.39     1675.00
    66991.10    40565.97     1638.38     1700.00
    66991.44    40567.24     1688.36     1750.00
    66991.60    40567.87     1713.35     1775.00
    66991.94    40569.14     1788.34     1850.00
    66992.11    40569.77     1863.34     1925.00
    66992.33    40570.61     1913.33     1975.00
    66993.20    40570.50     1938.32     2000.00
    66993.20    40567.36     2028.26     2090.00
    66993.20    40567.10     2038.26     2100.00
    66993.21    40564.48     2138.22     2200.00
    66993.21    40563.61     2188.22     2250.00
    66993.21    40563.39     2213.22     2275.00
    66993.22    40561.64     2313.20     2375.00
    66993.22    40560.33     2388.19     2450.00
    66993.22    40560.12     2413.19     2475.00
    66993.22    40559.24     2463.18     2525.00
    66993.23    40554.66     2638.11     2700.00
    66993.24    40553.79     2688.10     2750.00
    66993.24    40553.35     2738.10     2800.00
    66993.24    40551.61     2838.09     2900.00
    66993.25    40548.34     2963.04     3025.00
    66993.25    40547.68     2988.03     3050.00
    66993.25    40547.03     3013.03     3075.00
    66993.25    40546.37     3038.02     3100.00
