#  X  Y  TVDSS  MD
Name   319Ë
    59550.30    43071.20      -31.28       20.00
    59550.32    43071.27      -11.25       40.00
    59550.34    43071.33        8.79       60.00
    59550.29    43071.41       28.82       80.00
    59549.98    43071.46       48.85      100.00
    59549.16    43071.49       68.86      120.00
    59547.75    43071.23       88.84      140.00
    59545.76    43070.73      108.76      160.00
    59543.03    43070.31      128.61      180.00
    59539.57    43070.00      148.34      200.00
    59535.45    43069.70      167.94      220.00
    59530.72    43069.53      187.40      240.00
    59525.48    43069.51      206.73      260.00
    59519.65    43069.65      225.90      280.00
    59513.25    43070.03      244.87      300.00
    59506.45    43070.78      263.70      320.00
    59499.25    43071.91      282.36      340.00
    59491.61    43073.30      300.82      360.00
    59483.68    43075.11      319.12      380.00
    59475.53    43077.51      337.26      400.00
    59467.11    43080.22      355.23      420.00
    59458.46    43083.18      373.05      440.00
    59449.61    43086.20      390.76      460.00
    59440.65    43089.08      408.43      480.00
    59431.72    43092.05      426.11      500.00
    59423.08    43095.08      443.93      520.00
    59414.56    43098.25      461.78      540.00
    59405.97    43101.61      479.55      560.00
    59397.54    43105.07      497.39      580.00
    59389.33    43108.53      515.32      600.00
    59381.40    43111.80      533.43      620.00
    59373.88    43114.81      551.75      640.00
    59366.58    43117.74      570.17      660.00
    59359.20    43120.48      588.58      680.00
    59351.67    43122.98      606.97      700.00
    59344.20    43125.31      625.40      720.00
    59336.81    43127.48      643.90      740.00
    59329.23    43129.64      662.31      760.00
    59321.37    43131.72      680.62      780.00
    59313.44    43133.46      698.92      800.00
    59305.56    43135.04      717.27      820.00
    59297.10    43136.98      736.43      841.00
    59288.85    43139.16      754.55      861.00
    59280.83    43141.37      771.66      880.00
    59271.52    43143.75      790.36      901.00
    59262.75    43145.92      807.11      920.00
    59253.42    43148.57      824.63      940.00
    59243.62    43152.01      842.92      961.00
    59234.51    43155.48      859.26      980.00
    59224.90    43159.05      876.46     1000.00
    59215.20    43162.55      894.79     1021.00
    59206.65    43165.64      911.50     1040.00
    59196.39    43169.44      931.77     1063.00
    59188.80    43172.26      946.75     1080.00
    59179.61    43175.76      964.19     1100.00
    59169.55    43179.90      982.19     1121.00
    59159.63    43183.98      999.09     1141.00
    59150.01    43188.04     1015.00     1160.00
    59139.18    43192.83     1032.38     1181.00
    59129.17    43197.26     1047.95     1200.00
    59118.62    43201.92     1064.31     1220.00
    59107.66    43206.55     1081.65     1241.00
    59097.95    43210.24     1097.58     1260.00
    59087.97    43213.95     1114.55     1280.00
    59078.13    43217.60     1131.61     1300.00
    59067.74    43221.35     1149.50     1321.00
    59058.10    43224.55     1165.59     1340.00
    59047.45    43227.78     1183.43     1361.00
    59038.00    43230.64     1199.69     1380.00
    59027.61    43233.79     1217.71     1401.00
    59018.15    43236.75     1233.94     1420.00
    59007.61    43240.14     1251.82     1441.00
    58998.02    43243.14     1267.97     1460.00
    58987.83    43246.23     1284.94     1480.00
    58977.65    43249.32     1301.90     1500.00
    58967.44    43252.31     1318.87     1520.00
    58957.06    43255.26     1335.74     1540.00
    58946.01    43258.30     1353.37     1561.00
    58936.15    43261.01     1369.42     1580.00
    58926.01    43263.98     1386.43     1600.00
    58915.82    43266.78     1403.45     1620.00
    58905.53    43269.42     1420.42     1640.00
    58895.36    43272.21     1437.45     1660.00
    58885.40    43275.04     1454.59     1680.00
    58875.48    43277.86     1471.75     1700.00
    58865.03    43280.83     1489.76     1721.00
    58855.20    43283.62     1506.99     1741.00
    58850.86    43284.89     1514.78     1750.00
    58846.04    43286.40     1523.43     1760.00
    58841.25    43288.04     1532.06     1770.00
    58836.43    43289.68     1540.69     1780.00
    58831.57    43291.25     1549.31     1790.00
    58826.72    43292.86     1557.92     1800.00
    58821.88    43294.51     1566.53     1810.00
    58816.99    43296.14     1575.11     1820.00
    58812.10    43297.76     1583.70     1830.00
    58807.26    43299.41     1592.31     1840.00
    58802.42    43301.07     1600.91     1850.00
    58797.57    43302.72     1609.52     1860.00
    58792.70    43304.38     1618.11     1870.00
    58787.81    43306.06     1626.69     1880.00
    58782.88    43307.69     1635.24     1890.00
    58777.95    43309.33     1643.80     1900.00
    58773.00    43310.97     1652.36     1910.00
    58768.01    43312.58     1660.88     1920.00
    58763.00    43314.24     1669.40     1930.00
    58757.96    43315.91     1677.88     1940.00
    58752.86    43317.56     1686.34     1950.00
    58747.73    43319.21     1694.79     1960.00
    58742.60    43320.86     1703.22     1970.00
    58737.48    43322.51     1711.67     1980.00
    58732.35    43324.22     1720.09     1990.00
    58727.20    43325.97     1728.50     2000.00
    58722.00    43327.75     1736.88     2010.00
    58716.76    43329.49     1745.23     2020.00
    58711.56    43331.17     1753.62     2030.00
    58706.51    43332.79     1762.11     2040.00
    58701.64    43334.36     1770.72     2050.00
    58696.96    43335.92     1779.43     2060.00
    58692.34    43337.45     1788.19     2070.00
    58687.76    43338.97     1796.96     2080.00
    58683.22    43340.52     1805.75     2090.00
    58678.69    43342.07     1814.55     2100.00
    58674.25    43343.63     1823.38     2110.00
    58669.94    43345.31     1832.26     2120.00
    58665.69    43347.15     1841.15     2130.00
    58661.50    43349.05     1850.04     2140.00
    58657.31    43351.03     1858.92     2150.00
    58653.08    43353.08     1867.76     2160.00
    58648.78    43355.12     1876.57     2170.00
    58644.39    43357.11     1885.35     2180.00
    58639.96    43359.07     1894.11     2190.00
    58635.54    43360.98     1902.89     2200.00
    58631.17    43362.91     1911.69     2210.00
    58626.82    43364.79     1920.52     2220.00
    58622.42    43366.55     1929.34     2230.00
    58618.03    43368.27     1938.17     2240.00
    58613.61    43369.86     1947.02     2250.00
    58609.17    43371.38     1955.86     2260.00
    58604.72    43372.90     1964.70     2270.00
    58600.22    43374.35     1973.53     2280.00
    58595.67    43375.78     1982.33     2290.00
    58591.11    43377.24     1991.14     2300.00
    58586.58    43378.66     1999.94     2310.00
    58582.04    43379.95     2008.78     2320.00
    58577.53    43381.19     2017.63     2330.00
    58573.05    43382.46     2026.50     2340.00
    58568.55    43383.74     2035.36     2350.00
    58564.03    43384.98     2044.20     2360.00
    58559.48    43386.19     2053.05     2370.00
    58554.94    43387.39     2061.88     2380.00
    58550.43    43388.67     2070.74     2390.00
    58545.97    43389.99     2079.61     2400.00
    58541.54    43391.24     2088.50     2410.00
    58537.18    43392.48     2097.43     2420.00
    58532.82    43393.64     2106.36     2430.00
    58528.42    43394.68     2115.30     2440.00
    58524.02    43395.73     2124.23     2450.00
    58519.65    43396.89     2133.17     2460.00
    58515.30    43398.16     2142.11     2470.00
    58510.95    43399.44     2151.03     2480.00
    58506.62    43400.71     2159.97     2490.00
    58502.41    43401.99     2168.96     2500.00
    58498.37    43403.25     2178.04     2510.00
    58494.50    43404.50     2187.20     2520.00
    58490.70    43405.65     2196.39     2530.00
    58486.87    43406.63     2205.59     2540.00
    58483.01    43407.51     2214.78     2550.00
    58479.15    43408.39     2223.99     2560.00
    58475.32    43409.23     2233.20     2570.00
    58471.57    43410.02     2242.45     2580.00
    58467.96    43410.78     2251.77     2590.00
    58464.44    43411.49     2261.11     2600.00
    58461.00    43412.18     2270.50     2610.00
    58457.54    43412.90     2279.86     2620.00
    58454.02    43413.64     2289.21     2630.00
    58450.40    43414.40     2298.52     2640.00
    58446.70    43415.18     2307.79     2650.00
    58442.91    43416.01     2317.03     2660.00
    58439.09    43416.88     2326.24     2670.00
    58435.27    43417.79     2335.46     2680.00
    58431.51    43418.75     2344.69     2690.00
    58427.81    43419.77     2353.93     2700.00
    58424.17    43420.80     2363.21     2710.00
    58420.67    43421.83     2372.53     2720.00
    58417.35    43422.87     2381.93     2730.00
    58414.06    43423.90     2391.33     2740.00
    58410.77    43424.93     2400.73     2750.00
    58407.54    43426.00     2410.15     2760.00
    58404.35    43427.09     2419.58     2770.00
    58401.20    43428.13     2429.03     2780.00
    58398.07    43429.14     2438.49     2790.00
    58394.98    43430.14     2447.96     2800.00
    58391.94    43431.12     2457.46     2810.00
    58388.94    43432.08     2466.96     2820.00
    58385.98    43433.04     2476.48     2830.00
    58383.06    43433.98     2486.01     2840.00
    58380.18    43434.88     2495.57     2850.00
    58377.31    43435.72     2505.13     2860.00
    58374.48    43436.53     2514.70     2870.00
    58371.70    43437.31     2524.29     2880.00
    58368.98    43438.09     2533.89     2890.00
    58366.30    43438.85     2543.52     2900.00
    58363.66    43439.57     2553.15     2910.00
    58361.06    43440.29     2562.79     2920.00
    58358.52    43441.03     2572.46     2930.00
    58356.04    43441.83     2582.12     2940.00
    58353.62    43442.66     2591.81     2950.00
    58351.22    43443.48     2601.50     2960.00
    58348.82    43444.28     2611.19     2970.00
    58346.38    43445.09     2620.87     2980.00
    58343.88    43445.84     2630.53     2990.00
    58341.29    43446.55     2640.19     3000.00
    58338.64    43447.33     2649.81     3010.00
    58335.99    43448.11     2659.44     3020.00
    58333.40    43448.80     2669.09     3030.00
    58330.93    43449.34     2678.78     3040.00
    58328.56    43449.77     2688.50     3050.00
    58326.24    43450.18     2698.23     3060.00
    58323.98    43450.59     2707.98     3070.00
    58321.81    43451.01     2717.76     3080.00
